msn,gtin,identifierExists,customLabel2,customLabel3,customLabel4,promotionId,isGoogleActive,isFacebookActive,isCriteoActive,availability
MSN153VPX8ZLK3,,True,activated,high,Non_Essential,,0,0,0,In Stock
MSN153VPYZ2LK3,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN153VPZMELK3,,FALSE,activated,super low,SP>2500,NOV125,1,1,1,In Stock
MSN153VPZMGLK3,,TRUE,activated,low,Non_Essential,NOV125,0,1,1,In Stock
MSN153VVO62LK3,,FALSE,activated,low,low visits,,0,0,0,In Stock
MSN153VVO63XK3,,TRUE,activated,New,Non_Essential,,0,0,0,In Stock
MSN153VVO68LK3,,False,activated,low,Non_Essential,,0,0,0,In Stock
MSN153VVO6WLK3,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN153VVO6XXK3,,False,activated,medium,Non_Essential,,0,0,0,In Stock
MSN153VVOM2LK3,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN153VVOM4XK3,,TRUE,activated,New,Non_Essential,,0,0,0,In Stock
MSN153VVOM8LK3,,FALSE,activated,high,Non_Essential,,0,0,0,In Stock
MSN153VVOMWLK3,,False,activated,medium,Non_Essential,,0,0,0,In Stock
MSN153VVON2LK3,,FALSE,activated,low,Non_Essential,,0,0,0,Out Of Stock
MSN153VVON4XK3,,FALSE,activated,super low,Non_Essential,,0,0,0,In Stock
MSN153VVONLLK3,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN153VVONMLK3,,False,activated,medium,Non_Essential,,0,0,0,In Stock
MSN153VVONRXK3,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN153VVONWLK3,,False,activated,medium,Non_Essential,,0,0,0,Out Of Stock
MSN153VVONZXK3,,FALSE,activated,low,Non_Essential,,0,0,0,Out Of Stock
MSN153VVOPDXK3,,False,activated,low,Non_Essential,,0,0,0,In Stock
MSN153VVOPEXK3,,False,activated,medium,Non_Essential,,0,0,0,Out Of Stock
MSN153VVOV6LK3,,FALSE,activated,super low,Non_Essential,,0,0,0,In Stock
MSN153VVOVLLK3,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN153VVOVMLK3,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN153VVOVWLK3,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN153VVOVXXK3,,FALSE,activated,low,Non_Essential,,0,0,0,Out Of Stock
MSN153VVOVZXK3,,FALSE,activated,low,Non_Essential,,0,0,0,Out Of Stock
MSN153VVP4YXK3,,TRUE,activated,Low,Non_Essential,1,1,0,1,Out Of Stock
MSN153VVX70XK3,,TRUE,activated,super low,Essential,,1,1,1,Out Of Stock
MSN153VVX71LK3,,FALSE,activated,low,Essential,,0,0,0,In Stock
MSN153VVX78XK3,,FALSE,activated,super low,Essential,,0,0,0,In Stock
MSN153VVX7OLK3,,FALSE,activated,super low,Essential,,1,1,1,Out Of Stock
MSN153VVXD0XK3,,FALSE,activated,medium,Medserve,,0,0,0,In Stock
MSN153VVXD1LK3,,FALSE,activated,super low,Essential,,0,0,0,In Stock
MSN153VVXDGXK3,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN153VVXDOLK3,,TRUE,activated,super low,Medserve,,1,1,1,Out Of Stock
MSN153VVXDYXK3,,TRUE,activated,Low,Essential,,1,1,1,Out Of Stock
MSN19Z22R6EQ53,,FALSE,activated,low,Medserve,,0,0,0,In Stock
MSN19Z22RQEQ53,,FALSE,activated,low,Essential,,0,0,0,In Stock
MSN19Z22RQWN53,,FALSE,activated,low,Medserve,,0,0,0,In Stock
MSN19Z22RQZN53,,FALSE,activated,low,Essential,,0,0,0,In Stock
MSN19Z22Y1JQ53,,TRUE,activated,High,Non_Essential,NOV125,1,0,1,In Stock
MSN19Z22Y20N53,,False,activated,medium,Non_Essential,,0,0,0,Out Of Stock
MSN19Z22Y22Q53,,TRUE,activated,New,Non_Essential,,0,0,0,In Stock
MSN19Z22Y2JN53,,False,activated,medium,Non_Essential,,0,0,0,In Stock
MSN19Z22Y2NQ53,,False,activated,medium,Non_Essential,,0,0,0,In Stock
MSN19Z22Y2QN53,,False,activated,medium,Non_Essential,,0,0,0,In Stock
MSN19Z22YL4Q53,,TRUE,activated,New,Non_Essential,,0,0,0,In Stock
MSN19Z22YL8N53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z22YLJN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z22YLLQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z22YLNQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z22YLRN53,,TRUE,activated,New,Non_Essential,NOV125,0,0,0,In Stock
MSN19Z22YM6N53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z22YMYQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z22YN1N53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z22YN2Q53,,False,activated,medium,Non_Essential,,0,0,0,In Stock
MSN19Z22YN6N53,,False,activated,medium,Non_Essential,,0,0,0,Out Of Stock
MSN19Z22YNJN53,,FALSE,activated,low,Non_Essential,,0,0,0,Out Of Stock
MSN19Z22YNMQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z22YNNQ53,,FALSE,activated,high,Non_Essential,,0,0,0,In Stock
MSN19Z22YNQN53,,TRUE,activated,New,Non_Essential,,0,0,0,In Stock
MSN19Z22YNXQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z22YX1N53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z22YXJN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z22YXLQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z22YXNQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z22YXQN53,,FALSE,activated,new,Non_Essential,,0,0,0,In Stock
MSN19Z22YXXQ53,,False,activated,medium,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2M031Q53,,TRUE,activated,high,Non_Essential,NOV125,1,1,1,In Stock
MSN19Z2M0N0Q53,,FALSE,activated,new,Non_Essential,,0,0,0,In Stock
MSN19Z2M0NPQ53,,FALSE,activated,super low,Non_Essential,,0,0,0,In Stock
MSN19Z2M0VZN53,,TRUE,activated,Low,Non_Essential,1,1,0,1,Out Of Stock
MSN19Z2M3JDN53,,FALSE,activated,new,Non_Essential,,1,1,1,In Stock
MSN19Z2M3JEN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2M607Q53,,FALSE,activated,super low,Medserve,,0,0,0,In Stock
MSN19Z2M60DQ53,,FALSE,activated,super low,Essential,,0,0,0,In Stock
MSN19Z2M60EQ53,,FALSE,activated,super low,Essential,,0,0,0,In Stock
MSN19Z2M616N53,748927056532,FALSE,activated,new,Non_Essential,NOV125,1,1,1,Out Of Stock
MSN19Z2M66GN53,,FALSE,activated,super low,Essential,,0,0,0,In Stock
MSN19Z2M66PN53,,FALSE,activated,super low,Essential,,0,0,0,In Stock
MSN19Z2M66VN53,,FALSE,activated,super low,SP>2500,NOV125,0,0,0,In Stock
MSN19Z2M66WN53,,FALSE,activated,low,Essential,,0,0,0,In Stock
MSN19Z2M68XQ53,696859261176,TRUE,activated,low,Non_Essential,,1,1,1,Out Of Stock
MSN19Z2M6J0N53,8906049013297,TRUE,activated,high,Non_Essential,NOV125,1,1,1,In Stock
MSN19Z2M6L0Q53,,FALSE,activated,low,Non_Essential,,1,1,1,Out Of Stock
MSN19Z2M6L6Q53,,FALSE,activated,low,Non_Essential,,1,1,1,Out Of Stock
MSN19Z2M6LPQ53,,FALSE,activated,low,Non_Essential,,1,1,1,Out Of Stock
MSN19Z2M6R6N53,748927028652,FALSE,activated,new,Non_Essential,NOV125,1,1,1,Out Of Stock
MSN19Z2M743Q53,,TRUE,activated,super low,Medserve,,1,1,1,Out Of Stock
MSN19Z2M83PQ53,,FALSE,activated,low,UtilitySuper,,0,0,0,In Stock
MSN19Z2M83VQ53,,FALSE,activated,low,UtilitySuper,,0,0,0,In Stock
MSN19Z2M8Y2Q53,,FALSE,activated,super low,low visits,,0,1,1,In Stock
MSN19Z2M8YNQ53,,FALSE,activated,low,UtilitySuper,,0,0,0,In Stock
MSN19Z2M8Z0Q53,,FALSE,activated,low,UtilitySuper,,0,0,0,In Stock
MSN19Z2M8ZMN53,,FALSE,activated,low,UtilitySuper,,0,0,0,In Stock
MSN19Z2M8ZWQ53,,FALSE,activated,low,UtilitySuper,,0,0,0,In Stock
MSN19Z2ME00Q53,,False,activated,Low,Non_Essential,,0,0,0,In Stock
MSN19Z2ME02N53,,False,activated,Low,Non_Essential,,0,0,0,In Stock
MSN19Z2ME06Q53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2ME0JQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2ME0MN53,,FALSE,activated,high,Non_Essential,,0,0,0,In Stock
MSN19Z2ME0NN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2ME0QQ53,,False,activated,Low,Non_Essential,,0,0,0,In Stock
MSN19Z2ME0XN53,,False,activated,Low,Non_Essential,,0,0,0,In Stock
MSN19Z2ME13N53,,FALSE,activated,super low,Non_Essential,,0,0,0,In Stock
MSN19Z2ME61Q53,,TRUE,activated,New,Non_Essential,,0,0,0,In Stock
MSN19Z2ME66Q53,,False,activated,Low,Non_Essential,,0,0,0,In Stock
MSN19Z2ME6JQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2ME6LN53,,FALSE,activated,super low,Non_Essential,,0,0,0,In Stock
MSN19Z2ME6QQ53,,FALSE,activated,super low,Non_Essential,,0,0,0,In Stock
MSN19Z2ME6XN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MEG2N53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MEGMN53,,TRUE,activated,New,Non_Essential,,0,0,0,In Stock
MSN19Z2MEGPQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MEGYN53,,False,activated,Low,Non_Essential,,0,0,0,In Stock
MSN19Z2MEP0Q53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MEP6Q53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MEPMN53,,FALSE,activated,super low,Non_Essential,,0,0,0,In Stock
MSN19Z2MEPNN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MEPPQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MEPQQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MEQ4N53,,False,activated,Medium,Non_Essential,,0,0,0,In Stock
MSN19Z2MEQLN53,,FALSE,activated,high,Non_Essential,,0,0,0,In Stock
MSN19Z2MEQNN53,,False,activated,Medium,Non_Essential,,0,0,0,In Stock
MSN19Z2MEQXN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MEVON53,,False,activated,High,Non_Essential,,0,0,0,In Stock
MSN19Z2MEW0Q53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MEW7N53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MEWPQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MEWWQ53,,FALSE,activated,super low,Non_Essential,,0,0,0,In Stock
MSN19Z2MGQ6N53,,TRUE,activated,new,Non_Essential,,1,1,1,Out Of Stock
MSN19Z2MGQQN53,,TRUE,activated,High,Non_Essential,,1,1,1,In Stock
MSN19Z2MJP4N53,,TRUE,activated,Low,Non_Essential,1,1,0,1,In Stock
MSN19Z2MOD3N53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MODVN53,,FALSE,activated,high,Non_Essential,,0,0,0,In Stock
MSN19Z2MODZN53,,TRUE,activated,Low,Non_Essential,,1,1,1,Out Of Stock
MSN19Z2MOXNQ53,,TRUE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MP22N53,,FALSE,activated,medium,Medserve,,0,0,0,In Stock
MSN19Z2MP2GQ53,,FALSE,activated,new,Essential,,0,0,0,In Stock
MSN19Z2MPG7Q53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MPGDQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MPGEQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MPGOQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MPM0Q53,,FALSE,activated,new,Essential,,0,0,0,In Stock
MSN19Z2MPMWQ53,,FALSE,activated,super low,Medserve,,0,0,0,In Stock
MSN19Z2MPNMN53,,FALSE,activated,super low,Medserve,,0,0,0,In Stock
MSN19Z2MPPEQ53,,False,activated,High,Non_Essential,,0,0,0,In Stock
MSN19Z2MPPGN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MPPPN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MPPVN53,,False,activated,High,Non_Essential,,0,0,0,In Stock
MSN19Z2MPPWN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MPX0Q53,,TRUE,activated,Low,Essential,NOV125,1,1,1,Out Of Stock
MSN19Z2MPX6Q53,,FALSE,activated,super low,Essential,,0,0,0,In Stock
MSN19Z2MPXMN53,,TRUE,activated,Low,Essential,NOV125,1,1,1,Out Of Stock
MSN19Z2MPXNN53,,FALSE,activated,super low,Essential,NOV125,0,0,0,In Stock
MSN19Z2MPXXN53,,FALSE,activated,super low,Essential,NOV125,1,1,1,Out Of Stock
MSN19Z2MQ03N53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MQ0VN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MQ0WN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MQ0ZN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MQ4QQ53,,FALSE,activated,low,Non_Essential,,1,1,1,Out Of Stock
MSN19Z2MQD1N53,,False,activated,medium,Non_Essential,,0,0,0,In Stock
MSN19Z2MQDJN53,,FALSE,activated,low,Non_Essential,NOV125,0,0,0,In Stock
MSN19Z2MQDQN53,,FALSE,activated,low,Non_Essential,NOV125,0,0,0,In Stock
MSN19Z2MQP8Q53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MQPDQ53,,False,activated,High,Non_Essential,,0,0,0,In Stock
MSN19Z2MQPEQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MQPRQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MQW4N53,,FALSE,activated,new,Non_Essential,,1,1,1,Out Of Stock
MSN19Z2MQWJQ53,,FALSE,activated,new,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2MRV0Q53,,TRUE,activated,low,Non_Essential,NOV125,0,1,1,In Stock
MSN19Z2MRVQQ53,,TRUE,activated,high,Non_Essential,NOV125,0,0,0,In Stock
MSN19Z2MVMNN53,,FALSE,activated,low,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2MVMXN53,,FALSE,activated,low,Non_Essential,NOV125,0,0,0,Out Of Stock
MSN19Z2MVOWQ53,6936358009904,TRUE,activated,Low,Laser,NOV125,1,1,1,Out Of Stock
MSN19Z2MVYGQ53,,False,activated,,Non_Essential,,0,0,0,In Stock
MSN19Z2MW00N53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2MZMLN53,,FALSE,activated,low,Non_Essential,NOV125,1,1,1,In Stock
MSN19Z2N02X353,,False,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2N068353,6935364051716,TRUE,activated,Medium,Essential,,0,0,0,In Stock
MSN19Z2N0M1853,,FALSE,activated,super low,Non_Essential,NOV125,0,0,0,In Stock
MSN19Z2N0ML353,,FALSE,activated,low,Non_Essential,SEPT150,0,0,0,In Stock
MSN19Z2N0MR853,,FALSE,activated,low,Non_Essential,NOV125,0,0,0,Out Of Stock
MSN19Z2N0QD353,,FALSE,activated,new,low visits,,0,0,0,Out Of Stock
MSN19Z2N0RV853,4977766742863,TRUE,activated,high,Non_Essential,,0,0,0,In Stock
MSN19Z2N0RZ853,4977766742856,TRUE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2N13L353,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2N162853,,FALSE,activated,high,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2N16M853,,FALSE,activated,high,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2N2L2Q53,,FALSE,activated,low,Non_Essential,NOV125,0,0,0,Out Of Stock
MSN19Z2N2LMQ53,,FALSE,activated,low,Non_Essential,NOV125,1,1,1,Out Of Stock
MSN19Z2N2Q0Q53,8906058140151,TRUE,activated,new,Essential,,0,0,0,In Stock
MSN19Z2N2QGQ53,8904124004574,FALSE,activated,new,Essential,NOV125,1,1,1,In Stock
MSN19Z2N2QPQ53,,FALSE,activated,new,Essential,,0,0,0,In Stock
MSN19Z2N33YQ53,,FALSE,activated,super low,SP>2500,NOV125,0,0,0,In Stock
MSN19Z2N3X7Q53,,TRUE,activated,Low,SR Overseas,,1,1,1,Out Of Stock
MSN19Z2N3XEQ53,,FALSE,activated,low,SR Overseas,,0,0,0,In Stock
MSN19Z2N3XOQ53,,TRUE,activated,Medium,SR Overseas,,1,1,1,Out Of Stock
MSN19Z2N4V1N53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2N4V6N53,,FALSE,activated,low,Non_Essential,SEPT150,0,0,0,In Stock
MSN19Z2N4VJN53,,FALSE,activated,low,Non_Essential,SEPT150,0,0,0,In Stock
MSN19Z2N4VQN53,,FALSE,activated,low,Non_Essential,SEPT150,0,0,0,In Stock
MSN19Z2N672353,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2N67M353,3606489548346,TRUE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2N6O7353,3606480989049,TRUE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2N6OY353,3606489548339,TRUE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2N6QR353,,FALSE,activated,new,Essential,,0,1,1,In Stock
MSN19Z2N6ZW353,,FALSE,activated,low,Non_Essential,NOV125,1,1,1,Out Of Stock
MSN19Z2NGV2853,,FALSE,activated,low,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2NGVJ353,,FALSE,activated,high,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2NGVM853,,FALSE,activated,low,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2NGVN853,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NGZQ353,,FALSE,activated,low,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2NGZY853,,FALSE,activated,low,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2NJ4Z353,,FALSE,activated,low,Essential,,0,0,0,In Stock
MSN19Z2NJQQ353,,FALSE,activated,new,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2NJYW853,,TRUE,activated,Medium,low visits,,1,1,1,In Stock
MSN19Z2NL27Q53,,False,activated,High,Non_Essential,,0,0,0,In Stock
MSN19Z2NL2DQ53,,False,activated,High,Non_Essential,,0,0,0,In Stock
MSN19Z2NL2EQ53,,False,activated,High,Non_Essential,,0,0,0,In Stock
MSN19Z2NL2GN53,,False,activated,High,Non_Essential,,0,0,0,In Stock
MSN19Z2NL2OQ53,,False,activated,High,Non_Essential,,0,0,0,In Stock
MSN19Z2NL2VN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NL2WN53,,False,activated,High,Non_Essential,,0,0,0,In Stock
MSN19Z2NL2ZN53,,False,activated,High,Non_Essential,,0,0,0,In Stock
MSN19Z2NL30N53,,False,activated,Medium,Non_Essential,,0,0,0,In Stock
MSN19Z2NL32Q53,,TRUE,activated,new,extra addition,,1,1,1,Out Of Stock
MSN19Z2NL36N53,,False,activated,Medium,Non_Essential,,0,0,0,In Stock
MSN19Z2NL3JN53,,False,activated,Medium,Non_Essential,,0,0,0,In Stock
MSN19Z2NL3MQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NL3NQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NL3QN53,,FALSE,activated,high,Non_Essential,,0,0,0,In Stock
MSN19Z2NL40N53,,False,activated,Medium,Non_Essential,,0,0,0,In Stock
MSN19Z2NL46N53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NL4PN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NL4QN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NL4YQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NLN7Q53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NLNEQ53,,False,activated,High,Non_Essential,,0,0,0,In Stock
MSN19Z2NLNGN53,,False,activated,High,Non_Essential,,0,0,0,In Stock
MSN19Z2NLNOQ53,,False,activated,High,Non_Essential,,0,0,0,In Stock
MSN19Z2NLNPN53,,False,activated,High,Non_Essential,,0,0,0,In Stock
MSN19Z2NLNVN53,,False,activated,High,Non_Essential,,0,0,0,In Stock
MSN19Z2NLNWN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NLNYQ53,,False,activated,High,Non_Essential,,0,0,0,In Stock
MSN19Z2NLV2Q53,,False,activated,Medium,Non_Essential,,0,0,0,In Stock
MSN19Z2NLVLQ53,,False,activated,Medium,Non_Essential,,0,0,0,In Stock
MSN19Z2NLVNQ53,,False,activated,Medium,Non_Essential,,0,0,0,In Stock
MSN19Z2NLVXQ53,,False,activated,Medium,Non_Essential,,0,0,0,In Stock
MSN19Z2NLWLQ53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NLX0N53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NLXGN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NLXPN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NLXWN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NLZ1N53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NLZ2Q53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NLZ6N53,,False,activated,Medium,Non_Essential,,0,0,0,In Stock
MSN19Z2NLZJN53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NLZMQ53,,False,activated,Medium,Non_Essential,,0,0,0,In Stock
MSN19Z2NLZNQ53,,False,activated,Medium,Non_Essential,,0,0,0,In Stock
MSN19Z2NLZQN53,,False,activated,Medium,Non_Essential,,0,0,0,In Stock
MSN19Z2NLZXQ53,,False,activated,Medium,Non_Essential,,0,0,0,In Stock
MSN19Z2NM16Q53,,FALSE,activated,high,Non_Essential,,0,0,0,In Stock
MSN19Z2NM8RQ53,818255826258,TRUE,activated,medium,Other Office,NOV125,1,1,1,In Stock
MSN19Z2NMO8Q53,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NMQQQ53,,TRUE,activated,Low,Non_Essential,1,1,0,1,Out Of Stock
MSN19Z2NP23353,,False,activated,high,Essential,,0,0,0,In Stock
MSN19Z2NP24353,,TRUE,activated,low,Essential,NOV125,1,1,1,Out Of Stock
MSN19Z2NP2L353,,TRUE,activated,low,Essential,NOV125,1,1,1,Out Of Stock
MSN19Z2NPE0853,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NPEG853,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NPEP853,,FALSE,activated,super low,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2NPEY353,,FALSE,activated,low,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2NPL7853,,FALSE,activated,high,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2NPLD853,,FALSE,activated,super low,Non_Essential,,0,0,0,In Stock
MSN19Z2NPLE853,,FALSE,activated,low,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2NPLG353,,FALSE,activated,low,low visits,,0,0,0,In Stock
MSN19Z2NPLV353,,FALSE,activated,super low,Non_Essential,,0,0,0,In Stock
MSN19Z2NPLW353,,FALSE,activated,low,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2NPM1853,,FALSE,activated,high,Essential,,0,0,0,Out Of Stock
MSN19Z2NPMJ853,,FALSE,activated,low,Essential,NOV125,0,0,0,Out Of Stock
MSN19Z2NPN8853,,FALSE,activated,low,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2NPND853,,FALSE,activated,low,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2NPNE853,,FALSE,activated,low,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2NPNR853,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NPO2353,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NPOM353,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NPON353,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NPX3353,,FALSE,activated,low,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2NPX8853,,FALSE,activated,low,Non_Essential,,0,0,0,Out Of Stock
MSN19Z2NPXV353,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NPXW353,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NQ00353,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NQ02853,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NQ06353,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NQ0J353,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NQ0M853,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NQ0N853,,FALSE,activated,super low,Non_Essential,,0,0,0,In Stock
MSN19Z2NQ0Q353,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NQ44353,818278408615,TRUE,activated,low,Non_Essential,NOV125,1,1,1,Out Of Stock
MSN19Z2NQ70853,,TRUE,activated,New,SP>2500,NOV125,0,0,0,In Stock
MSN19Z2NQ7G853,,TRUE,activated,New,SP>2500,NOV125,0,0,0,In Stock
MSN19Z2NQ7M353,,TRUE,activated,New,SP>2500,NOV125,0,0,0,In Stock
MSN19Z2NQ7P853,,TRUE,activated,New,SP>2500,NOV125,0,0,0,In Stock
MSN19Z2NQ7W853,,TRUE,activated,New,SP>2500,NOV125,0,0,0,In Stock
MSN19Z2NQEZ853,,FALSE,activated,new,Essential,NOV125,0,0,0,In Stock
MSN19Z2NQG0353,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NQG6353,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NQG7853,,FALSE,activated,low,Non_Essential,,0,0,0,In Stock
MSN19Z2NQGP353,,False,activated,medium,Non_Essential,,0,0,0,In Stock
